STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,SOCIO_ECON_STATUS,Socio-economic status,DEATH_CAUSE,Cause of death,CALC_METHODOLOGY,Calculation methodology,GESTATION_THRESHOLD,Gestation period threshold,HEALTH_STATUS,Health status,DISEASE,Disease,CANCER_SITE,Cancer site,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUT,Austria,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,2672.9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUT,Austria,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,2674.6,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUT,Austria,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,2611.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUT,Austria,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,2626.6,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUT,Austria,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,2647.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUT,Austria,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,2616.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUT,Austria,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,2495.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,ESP,Spain,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,2265.1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,ESP,Spain,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,2226.6,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,ESP,Spain,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,2251.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,ESP,Spain,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,2221,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,ESP,Spain,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,2155.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,ESP,Spain,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,2285.1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,ESP,Spain,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,2241.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,ESP,Spain,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,2240.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,ESP,Spain,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,2143.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUS,Australia,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,2762.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUS,Australia,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,2679.9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUS,Australia,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,2648.1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUS,Australia,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,2574.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUS,Australia,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,2658.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUS,Australia,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,2502,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUS,Australia,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,2565.9,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUS,Australia,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,2707.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,AUS,Australia,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,2548.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,CAN,Canada,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,3227.3,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,CAN,Canada,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,3273,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,CAN,Canada,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,3202.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,CAN,Canada,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,3262.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,CAN,Canada,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,3119.7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,CAN,Canada,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,3349.2,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,CAN,Canada,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,3429.4,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,CAN,Canada,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,3550.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,FRA,France,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,2791.6,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,FRA,France,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,2756.5,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,FRA,France,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,2782.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,FRA,France,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,2785,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,FRA,France,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,2709.8,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,FRA,France,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,2713.7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,FRA,France,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,2727,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,FRA,France,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,2819.7,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,ITA,Italy,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,2400,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,ITA,Italy,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,2334.1,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_PYLL(1.1),Potential years of life lost,I,ITA,Italy,A,Annual,PYLL,Potential years of life lost,Y_10P5PS,Years per 100 000 persons,Y75,75 years,F,Female,_Z,Not applicable,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,2329.5,,1,One,,,,,,,0,Units
